2025-07-30 15:44:45,387 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:load_config:248 - 配置檔案已載入: C:\Users\user\Documents\GitHub\DobotDR\Automation\AutoFeeding\autofeeding_config.json
2025-07-30 15:44:45,387 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:__init__:195 - DR AutoFeeding獨立模組初始化 - 基地址900
2025-07-30 15:44:45,387 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:__init__:196 - 保護區域: X(-112.0 ~ -4.0mm), Y(243.0 ~ 339.21mm)
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:__init__:197 - 監控當前執行Flow地址: 1201
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:__init__:198 - 監控當前進度地址: 1202
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:__init__:199 - 當1201=1且1202<44時停止運作，1201≠1或1202≥44時恢復
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:__init__:200 - 異常檢測：大量物件(>5)後驟減(<2)時進行二次檢測
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:connect:265 - 正在連接 127.0.0.1:502
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:connect:276 - 連接建立成功
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:init_registers:327 - 寄存器初始化完成
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:main_loop:874 - 主循環啟動
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:main_loop:875 - 特性：
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:main_loop:876 -   ✓ 監控當前執行Flow狀態 (1201) 和進度 (1202)
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:main_loop:877 -   ✓ 當1201=1且1202<44時停止所有操作
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:main_loop:878 -   ✓ 異常數量檢測和二次重檢
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:main_loop:879 -   ✓ 持續檢測確保DR_F可用
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:main_loop:880 -   ✓ 簡化交握邏輯
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:main_loop:881 -   ✓ Flow1直接讀取座標
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:main_loop:882 -   ✓ DR保護區域: X(-112~-4mm), Y(243~339.21mm)
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:start_feeding:844 - 啟動持續入料檢測
2025-07-30 15:44:45,388 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [INFO] AutoFeeding:start_feeding:845 - 目標：保持保護區域內始終有DR_F可用
2025-07-30 15:44:45,389 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [DEBUG] AutoFeeding:main_loop:897 - 主循環 1: running=True, status=RUNNING, flow1_active=False, progress_blocking=False, dr_f_available=False
2025-07-30 15:44:45,389 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:42 [DEBUG] AutoFeeding:check_modules_status:495 - CCD1狀態: 9 (Ready=True, Running=False, Alarm=False, Init=True)
2025-07-30 15:44:45,492 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,513 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,533 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,554 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,576 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,596 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,618 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,639 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,659 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,680 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,701 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,721 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,742 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,764 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,785 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,806 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,827 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,848 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,869 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,890 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,911 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,931 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,951 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,972 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:45,993 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:45 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,014 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,035 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,056 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,077 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,097 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,118 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,140 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,161 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,181 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,202 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,223 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,244 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,265 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,286 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,306 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,328 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,348 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,369 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,391 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,412 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,433 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,454 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,475 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,495 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,516 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,538 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,560 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,580 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,600 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,621 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,642 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,664 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,684 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,705 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,725 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,746 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
2025-07-30 15:44:46,767 - ModuleManager_AutoFeeding_main - ERROR - STDERR: 2025-07-30 15:44:46 [DEBUG] AutoFeeding:trigger_ccd1_detection:591 - 檢測等待: 201=12, 203=0, 204=0, 205=0
